item_id,carrier_name,mode,region,country,capacity_type,capacity_unit,avg_transit_days,max_transit_days,min_transit_days,service_level,temperature_controlled,hazardous_capable,tracking_available,carrier_type,certifications,cost_per_kg,cost_per_shipment_base,currency,reliability_score,on_time_pct_typical
CARRI0312,Carrier_0312,rail,East,CN,FTL,kg,8.496032363,15.64500763,5.254150529,express,N,N,N,non-asset,TAPA|ISO,31.1149,9107.89,CNY,58.39,89.16
CARRI0313,Carrier_0313,air,North,CN,FTL,kg,1.143602338,4.016523188,0.5,standard,N,N,N,non-asset,,25.2985,22425.59,CNY,53.86,78.47
CARRI0314,Carrier_0314,sea,West,CN,FTL,kg,17.62074181,23.41846696,15.32616865,standard,N,N,N,asset,TAPA|ISO,7.5244,21188.01,CNY,56.28,88.9
CARRI0315,Carrier_0315,road,West,US,parcel,kg,2.975306293,6.621986054,2.06302787,express,Y,N,Y,asset,ISO|TAPA,15.7236,8591.15,USD,77.61,86.71
CARRI0316,Carrier_0316,multimodal,East,BR,parcel,cbm,8.607866269,17.23153761,7.618206984,standard,N,Y,Y,non-asset,C-TPAT|ISO,17.3369,5256.77,BRL,57.63,80.55
CARRI0317,Carrier_0317,rail,North,DE,parcel,kg,5.448799107,15.26282626,2.316215937,standard,Y,N,N,asset,,29.5881,6188.99,EUR,60.06,74.67
CARRI0318,Carrier_0318,sea,West,MX,FTL,kg,18.06488172,26.27733838,16.76506147,standard,N,N,N,asset,C-TPAT|ISO,11.3242,8985.34,MXN,51.99,70.17
CARRI0319,Carrier_0319,air,East,BR,FTL,kg,4.826583568,13.15588581,3.796120332,economy,N,N,Y,asset,,31.0578,9782.97,BRL,70.17,79.8
CARRI0320,Carrier_0320,air,South,CN,LTL,teu,3.204275692,5.803140011,0.5,express,Y,N,N,asset,,20.8305,4831.4,CNY,61.61,91.39
CARRI0321,Carrier_0321,sea,South,DE,parcel,cbm,18.03353278,20.5823421,16.39321863,standard,N,N,N,asset,C-TPAT,17.565,25842.21,EUR,41.24,67.4
CARRI0322,Carrier_0322,air,West,CN,FTL,kg,1.271686957,4.381970866,0.5,express,N,N,N,asset,ISO|C-TPAT,32.8524,8479.01,CNY,63.15,76.83
CARRI0323,Carrier_0323,sea,West,CN,FTL,kg,19.98591009,30.10209889,14.87724555,economy,N,Y,N,asset,,15.3248,14447.96,CNY,53.87,76.45
CARRI0324,Carrier_0324,air,North,DE,LTL,cbm,1.06704134,11.64258532,0.5,economy,N,Y,N,asset,,10.6667,7340.49,EUR,54.67,89.74
CARRI0325,Carrier_0325,rail,South,MX,FTL,teu,6.537623826,17.37182278,5.536286375,economy,N,N,N,asset,C-TPAT,50,4623.22,MXN,46.13,71.44
CARRI0326,Carrier_0326,multimodal,North,SG,FTL,kg,6.73123914,13.35349544,5.570291176,economy,N,N,Y,asset,ISO|C-TPAT,42.9867,10558.71,SGD,64.77,93.55
CARRI0327,Carrier_0327,sea,West,IN,LTL,kg,19.31338175,27.556159,13.64770773,standard,N,N,Y,non-asset,,21.3977,6183.31,INR,53.44,74.93
CARRI0328,Carrier_0328,road,West,BR,LTL,kg,4.135534496,8.216784232,0.5,express,N,Y,Y,asset,C-TPAT|ISO,22.6793,7615.28,BRL,68.07,94.8
CARRI0329,Carrier_0329,sea,South,SG,parcel,teu,18.60874497,21.87556612,15.70521415,express,N,N,N,non-asset,C-TPAT,22.6193,26371.53,SGD,45.29,69.04
CARRI0330,Carrier_0330,rail,West,BR,LTL,cbm,6.554611373,12.57451931,3.861008647,standard,Y,Y,N,non-asset,C-TPAT|TAPA,15.8466,10137.37,BRL,52.04,72.32
CARRI0331,Carrier_0331,sea,South,BR,LTL,kg,17.53176745,23.82291688,13.14989994,economy,Y,N,N,non-asset,C-TPAT|ISO,15.3822,21615.11,BRL,26.39,52.15
CARRI0332,Carrier_0332,multimodal,North,US,parcel,kg,8.787146801,13.21716541,5.746370248,standard,Y,N,N,asset,TAPA|ISO,30.6789,13988.96,USD,67.38,93.72
CARRI0333,Carrier_0333,rail,South,IN,parcel,teu,6.094565756,16.6132927,1.1369839,express,N,N,Y,non-asset,,17.6246,8941.81,INR,86.05,100
CARRI0334,Carrier_0334,rail,East,IN,FTL,teu,6.693059183,11.18470697,4.537796904,economy,N,N,N,asset,C-TPAT,22.934,9288.32,INR,55.91,71.26
CARRI0335,Carrier_0335,road,East,US,parcel,teu,0.98853207,6.192479633,0.5,standard,N,N,Y,non-asset,C-TPAT,41.8094,8292.9,USD,66.93,92.95
CARRI0336,Carrier_0336,road,West,SG,parcel,cbm,2.442133482,5.95834355,0.5,economy,Y,N,Y,non-asset,,32.3971,5776.33,SGD,69.26,76.91
CARRI0337,Carrier_0337,multimodal,Central,DE,LTL,teu,9.166889643,20.36533993,7.621670088,express,Y,N,Y,non-asset,,24.0562,6049.66,EUR,79.93,94.29
CARRI0338,Carrier_0338,rail,South,DE,parcel,teu,11.2026924,18.26514254,9.407982874,standard,Y,N,Y,asset,,15.1383,6616.67,EUR,60.8,85.35
CARRI0339,Carrier_0339,air,East,CN,parcel,kg,0.8,5.458103841,0.5,economy,N,N,Y,asset,ISO,45.3377,8349.8,CNY,84.9,91.53
CARRI0340,Carrier_0340,rail,Central,SG,FTL,teu,6.112272182,16.08481885,5.086594255,economy,N,N,N,non-asset,TAPA|ISO,47.7054,7880.49,SGD,65.2,90.82
CARRI0341,Carrier_0341,air,Central,CN,FTL,teu,2.404302434,5.617603377,1.762090045,express,Y,N,Y,asset,ISO,20.0179,6971.82,CNY,71.78,90.44
CARRI0342,Carrier_0342,rail,South,SG,LTL,cbm,6.50977386,17.56388354,4.007182077,express,Y,N,N,asset,,27.0272,7531.75,SGD,59.22,79.86
CARRI0343,Carrier_0343,sea,East,BR,parcel,teu,16.59594491,18.95885373,12.82502956,standard,Y,N,Y,asset,,17.0497,12921.89,BRL,65.54,77.2
CARRI0344,Carrier_0344,rail,East,SG,parcel,cbm,5.246308967,11.91376456,3.229689364,standard,Y,N,Y,non-asset,ISO|TAPA,19.6579,10781.29,SGD,71.01,77.98
CARRI0345,Carrier_0345,road,South,SG,parcel,cbm,4.747545002,12.21826246,1.119246149,economy,Y,Y,N,asset,C-TPAT|ISO,50,6865.93,SGD,54.21,81.17
CARRI0346,Carrier_0346,air,North,US,LTL,kg,1.91265706,13.74226943,0.5,standard,Y,N,N,non-asset,,22.3327,25983.45,USD,69.13,86.39
CARRI0347,Carrier_0347,sea,North,MX,parcel,cbm,19.1284267,27.08281406,18.37382863,standard,N,Y,Y,non-asset,ISO,16.9122,11009.35,MXN,57.51,70.78
CARRI0348,Carrier_0348,rail,West,SG,LTL,cbm,7.756047777,11.68926,5.235945458,express,Y,N,Y,non-asset,C-TPAT|TAPA,26.5621,16478.35,SGD,69.07,84.79
CARRI0349,Carrier_0349,rail,West,US,FTL,cbm,5.915315608,11.8585394,0.5,express,N,Y,N,asset,C-TPAT|ISO,25.5088,19124.86,USD,61.76,88.19
CARRI0350,Carrier_0350,sea,North,BR,parcel,cbm,20.73043053,29.9507361,14.80016626,express,Y,N,Y,asset,,19.5356,15295.85,BRL,64.63,82.99
CARRI0351,Carrier_0351,air,Central,IN,FTL,teu,4.716943778,9.905649028,0.5,express,N,N,N,non-asset,C-TPAT|TAPA,34.4298,19030.21,INR,58.91,81.03
CARRI0352,Carrier_0352,air,North,IN,parcel,teu,2.375934702,9.102431138,0.5,standard,N,N,Y,asset,,10.3807,8251.89,INR,66.95,80.76
CARRI0353,Carrier_0353,air,South,SG,LTL,cbm,1.626243468,10.12920183,0.5,standard,N,Y,Y,asset,,33.7661,5292.79,SGD,80.18,100
CARRI0354,Carrier_0354,sea,South,DE,FTL,kg,17.32252696,19.91142943,14.17026596,standard,N,N,Y,non-asset,ISO,19.0897,13983.39,EUR,43.84,60.73
CARRI0355,Carrier_0355,air,West,US,parcel,teu,3.094889683,6.505410665,1.020105226,express,Y,N,N,non-asset,C-TPAT,8.816,6693.77,USD,64.74,86.06
CARRI0356,Carrier_0356,sea,East,MX,parcel,cbm,17.21232183,23.38023861,15.3314337,standard,Y,Y,N,non-asset,ISO|TAPA,15.2705,13977.2,MXN,44.95,67.47
CARRI0357,Carrier_0357,rail,East,SG,parcel,kg,6.137008735,17.522214,2.705767405,standard,N,N,N,non-asset,,35.3218,15065,SGD,62.35,86.47
CARRI0358,Carrier_0358,rail,West,IN,LTL,cbm,6.52664568,17.77083415,5.958406652,express,N,N,Y,asset,C-TPAT,23.8086,9418.3,INR,74.62,89.84
CARRI0359,Carrier_0359,multimodal,East,MX,LTL,kg,7.51067834,11.91405079,3.27049226,express,N,Y,Y,asset,ISO,23.0227,11933.65,MXN,79.15,94.68
CARRI0360,Carrier_0360,rail,West,BR,FTL,kg,5.061293823,11.32106202,3.19284535,economy,N,N,Y,asset,TAPA|ISO,17.1042,11379.68,BRL,56.71,79.42
CARRI0361,Carrier_0361,rail,East,CN,LTL,kg,6.247915403,9.225938619,0.927500698,express,Y,N,Y,non-asset,C-TPAT|ISO,27.5646,15434.27,CNY,72,71.46
CARRI0362,Carrier_0362,air,East,US,LTL,teu,3.857897962,12.8760803,0.5,express,Y,N,N,non-asset,,21.9347,9017.93,USD,59.97,81.16
CARRI0363,Carrier_0363,air,West,DE,FTL,kg,0.8,11.39989961,0.5,standard,N,N,Y,asset,,22.1108,15184.75,EUR,86.91,100
CARRI0364,Carrier_0364,sea,North,MX,LTL,kg,16.95899662,27.96123873,12.60859513,express,N,Y,Y,asset,C-TPAT,12.6876,14384.44,MXN,50.24,80.69
CARRI0365,Carrier_0365,rail,South,DE,FTL,kg,8.080502969,17.72086054,2.096487458,standard,N,N,N,non-asset,TAPA,16.9712,13603.19,EUR,52.83,63.18
CARRI0366,Carrier_0366,multimodal,North,MX,FTL,teu,6.541697719,14.12941846,3.849732158,standard,N,Y,N,asset,TAPA,35.2119,7376.66,MXN,52.98,75.5
CARRI0367,Carrier_0367,air,Central,SG,parcel,cbm,2.036515063,10.52521673,1.139758441,express,N,N,Y,asset,C-TPAT|ISO,35.9629,5923.86,SGD,78.34,88.61
CARRI0368,Carrier_0368,road,South,CN,LTL,teu,1.753066753,5.415658162,0.5,express,N,N,N,non-asset,TAPA|ISO,22.5945,9494.77,CNY,75.52,100
CARRI0369,Carrier_0369,air,West,CN,parcel,teu,2.265821239,9.197345395,0.840111227,standard,Y,N,Y,asset,TAPA,15.8066,5587.39,CNY,74.64,86.56
CARRI0370,Carrier_0370,rail,West,IN,FTL,kg,8.994131348,11.08944473,7.188894658,express,N,N,Y,asset,ISO|TAPA,33.6863,7882.76,INR,70.52,80.55
CARRI0371,Carrier_0371,sea,East,CN,LTL,teu,15.81650387,26.17082548,12.80586246,express,Y,N,N,asset,C-TPAT,14.557,11284.21,CNY,40.49,70.92
CARRI0372,Carrier_0372,rail,Central,CN,FTL,cbm,4.879517816,16.45933848,1.059618572,express,N,N,N,non-asset,TAPA,39.3435,5380.93,CNY,72.39,87.73
CARRI0373,Carrier_0373,sea,West,DE,FTL,teu,20.52833938,27.40709867,17.8141021,economy,N,N,Y,asset,TAPA,21.875,16640.72,EUR,52.04,64.03
CARRI0374,Carrier_0374,road,South,BR,FTL,cbm,3.158503399,6.153104421,0.5,standard,N,N,Y,asset,TAPA,16.9022,6046.11,BRL,68.25,82.82
CARRI0375,Carrier_0375,road,East,DE,LTL,kg,3.372578968,12.89762028,1.558976119,economy,N,Y,Y,non-asset,TAPA|ISO,34.5616,16122.09,EUR,59.53,84.88
CARRI0376,Carrier_0376,rail,North,DE,parcel,teu,6.584391983,16.23683616,2.744218763,standard,Y,N,N,non-asset,TAPA,16.0722,8954.5,EUR,63.44,83.71
CARRI0377,Carrier_0377,sea,North,SG,parcel,kg,16.66655259,26.11698895,12.24421335,standard,N,Y,N,asset,,16.1107,6482.25,SGD,53.19,79.7
CARRI0378,Carrier_0378,road,South,US,parcel,teu,5.851369995,9.93365821,1.928793084,economy,N,Y,Y,asset,TAPA,18.4551,11689.71,USD,68.14,89.47
CARRI0379,Carrier_0379,sea,Central,SG,LTL,kg,17.93309863,21.87868273,13.48585961,express,N,N,Y,asset,,9.4563,21175.09,SGD,60.88,84.49
CARRI0380,Carrier_0380,rail,East,BR,LTL,teu,6.617127544,10.58159968,3.862867568,express,Y,N,Y,non-asset,,29.7519,5872.66,BRL,76.55,90.83
CARRI0381,Carrier_0381,sea,East,US,FTL,kg,19.04588244,27.18368866,16.16607939,economy,Y,N,Y,non-asset,C-TPAT,17.3419,21319.35,USD,54.08,86.95
CARRI0382,Carrier_0382,sea,East,IN,LTL,kg,17.20741907,19.56674584,13.52949541,express,N,Y,Y,non-asset,,11.0641,14979.43,INR,67.88,80.64
CARRI0383,Carrier_0383,sea,North,IN,LTL,cbm,17.21250524,26.28081015,16.36142771,standard,Y,Y,Y,asset,,11.6987,17875.74,INR,50.59,75.59
CARRI0384,Carrier_0384,rail,West,IN,FTL,kg,8.737526624,16.24940448,7.994803361,standard,N,N,Y,asset,,50,6104.84,INR,72.45,92.36
CARRI0385,Carrier_0385,sea,South,CN,parcel,cbm,17.31862536,26.56707625,16.70393387,economy,Y,N,Y,asset,TAPA,18.4648,17514.36,CNY,61.96,93.45
CARRI0386,Carrier_0386,road,North,DE,parcel,teu,4.148444389,15.31868533,0.5,express,Y,Y,N,asset,C-TPAT|TAPA,31.5904,5794.45,EUR,67.16,72.65
CARRI0387,Carrier_0387,air,South,SG,LTL,cbm,2.128402464,13.3340875,0.5,standard,N,N,N,non-asset,,13.1937,7910.82,SGD,57.44,88.25
CARRI0388,Carrier_0388,air,North,SG,FTL,teu,1.291655519,5.088302545,0.5,standard,N,Y,N,asset,TAPA|C-TPAT,29.0649,7150.35,SGD,61.92,68
CARRI0389,Carrier_0389,rail,North,DE,FTL,kg,5.244360954,15.28548653,2.337965591,express,N,N,N,asset,,15.9533,10689.11,EUR,74.36,88.25
CARRI0390,Carrier_0390,air,South,DE,LTL,teu,0.8,5.272530719,0.5,economy,N,N,Y,asset,ISO|TAPA,14.6641,5954.52,EUR,85.02,95.63
CARRI0391,Carrier_0391,sea,South,IN,LTL,teu,13.77559468,20.98394435,10.74640337,standard,Y,N,Y,non-asset,C-TPAT,17.6107,13112.09,INR,52.81,94.98
CARRI0392,Carrier_0392,road,North,BR,LTL,teu,3.075406546,7.377605048,0.5,standard,Y,N,Y,non-asset,,45.7335,8719.44,BRL,69.46,99.66
CARRI0393,Carrier_0393,rail,East,MX,FTL,teu,6.777776578,16.85434437,1.776080964,standard,N,Y,N,asset,ISO|TAPA,31.0062,7183.37,MXN,59.78,81.53
CARRI0394,Carrier_0394,sea,Central,CN,FTL,kg,17.50647999,25.25080896,14.90880008,express,N,N,Y,non-asset,TAPA|ISO,15.0992,14085.87,CNY,61.79,89.32
CARRI0395,Carrier_0395,multimodal,East,IN,FTL,kg,5.986101161,11.78675011,5.46718159,standard,N,N,N,non-asset,C-TPAT|TAPA,24.7183,5741.76,INR,54.87,61.84
CARRI0396,Carrier_0396,multimodal,West,IN,LTL,cbm,11.30691507,13.90467555,8.729270511,standard,Y,N,N,asset,TAPA|C-TPAT,26.5945,7233.29,INR,56.09,77.69
CARRI0397,Carrier_0397,sea,Central,CN,LTL,cbm,16.65160204,22.03679969,13.70567624,economy,N,N,Y,asset,,13.8771,9314.99,CNY,59.65,76.24
CARRI0398,Carrier_0398,air,Central,SG,parcel,teu,0.8,4.461907832,0.5,standard,N,Y,N,asset,TAPA|ISO,9.6539,5266.65,SGD,67.26,80.3
CARRI0399,Carrier_0399,sea,North,BR,parcel,kg,16.67272086,28.12179534,15.72950476,economy,Y,Y,Y,non-asset,TAPA|C-TPAT,34.2534,11487.08,BRL,60.39,88.35
CARRI0400,Carrier_0400,road,East,SG,LTL,cbm,5.011993227,16.16127684,3.605698838,express,N,N,Y,non-asset,,33.6884,13698.06,SGD,72.1,73.43
CARRI0401,Carrier_0401,multimodal,North,US,LTL,teu,7.638359792,12.95127603,4.71020423,standard,N,N,Y,asset,,18.9145,9137.87,USD,61.06,87.57
CARRI0402,Carrier_0402,sea,East,MX,parcel,teu,17.17484759,24.43490678,14.47525266,express,N,N,N,asset,C-TPAT,18.4921,9031.94,MXN,54.77,82.58
CARRI0403,Carrier_0403,multimodal,West,MX,LTL,kg,7.299453169,14.69166438,2.481956957,standard,Y,Y,Y,non-asset,,19.4795,6417.33,MXN,64.4,96.91
CARRI0404,Carrier_0404,multimodal,East,SG,LTL,cbm,10.51766584,15.5761851,5.781909166,economy,N,N,Y,non-asset,,25.2456,13311.05,SGD,65.69,90.72
CARRI0405,Carrier_0405,rail,West,US,FTL,teu,8.059107862,11.1280944,4.515868084,standard,N,N,Y,asset,,30.2493,15920.72,USD,68.9,73.67
CARRI0406,Carrier_0406,road,South,MX,FTL,kg,4.715705684,15.58933694,0.573839064,standard,N,N,N,asset,,26.6036,13584.75,MXN,64.92,89.54
CARRI0407,Carrier_0407,road,South,MX,FTL,cbm,4.213557846,6.363328917,3.244143031,standard,N,N,Y,asset,C-TPAT|ISO,20.4014,10258.58,MXN,68.02,83.36
CARRI0408,Carrier_0408,air,East,IN,LTL,cbm,3.38342496,10.1416892,1.656248134,economy,N,Y,Y,asset,C-TPAT,30.0019,7554.45,INR,63.55,82.76
CARRI0409,Carrier_0409,multimodal,West,SG,LTL,teu,8.387715412,19.50490356,7.834524369,express,N,N,Y,asset,,21.5769,7165.18,SGD,77.12,95.03
CARRI0410,Carrier_0410,multimodal,Central,DE,parcel,cbm,11.25289296,19.68149418,9.384467243,economy,N,N,Y,asset,ISO|TAPA,26.3501,7624.64,EUR,63.76,92.25
CARRI0411,Carrier_0411,rail,West,SG,parcel,teu,6.631894223,9.773343612,5.094995958,express,N,N,Y,asset,C-TPAT|TAPA,7.4296,7984.17,SGD,75.12,100
CARRI0412,Carrier_0412,air,North,SG,FTL,teu,1.235586191,5.608626461,0.5,standard,Y,N,N,asset,,15.0849,8826.38,SGD,70.89,100
CARRI0413,Carrier_0413,road,East,SG,FTL,teu,6.344973631,12.87395292,2.223712141,express,N,N,Y,asset,,24.6896,20533.16,SGD,72.53,96.01
CARRI0414,Carrier_0414,sea,East,US,LTL,kg,17.8535867,29.35346056,13.82176617,express,N,Y,N,asset,TAPA|C-TPAT,9.0574,6877.56,USD,48.51,74.92
CARRI0415,Carrier_0415,sea,West,DE,FTL,kg,16.39913339,22.19565176,13.75425239,standard,Y,N,Y,asset,,25.7509,19637.47,EUR,55.61,75.49
CARRI0416,Carrier_0416,road,South,IN,FTL,kg,5.306324261,7.731782248,1.925756779,express,N,Y,Y,asset,ISO,13.5064,10288.5,INR,71.81,100
CARRI0417,Carrier_0417,air,West,DE,parcel,cbm,0.8,9.185978626,0.5,standard,N,N,Y,asset,,25.3375,5186.25,EUR,81.89,99.99
CARRI0418,Carrier_0418,sea,North,CN,LTL,kg,20.77114131,23.87116657,16.55675333,economy,N,Y,Y,asset,C-TPAT,12.6066,15677.4,CNY,46.54,70.31
CARRI0419,Carrier_0419,multimodal,West,US,parcel,cbm,8.943530862,16.35457495,7.34823437,standard,Y,N,Y,asset,C-TPAT|ISO,33.0186,3555.7,USD,70.69,100
CARRI0420,Carrier_0420,sea,East,MX,parcel,teu,18.35320317,25.20158646,13.86316194,standard,N,Y,Y,asset,TAPA|C-TPAT,14.5694,18687.92,MXN,63.45,100
CARRI0421,Carrier_0421,multimodal,Central,IN,FTL,teu,7.76123521,11.34202285,4.662130152,economy,N,N,Y,asset,,32.0189,12589.6,INR,57.09,67.75
CARRI0422,Carrier_0422,rail,East,MX,FTL,kg,9.313944529,11.8117748,8.253894127,express,N,Y,N,non-asset,ISO,13.2055,15454.26,MXN,64.46,100
CARRI0423,Carrier_0423,rail,Central,IN,FTL,kg,6.346365176,17.4069454,1.018387711,economy,N,N,N,non-asset,C-TPAT,45.5939,6360.9,INR,43.23,79.63
CARRI0424,Carrier_0424,road,South,DE,LTL,teu,1.927315353,6.895158651,0.5,standard,N,N,Y,non-asset,,16.7555,7453.78,EUR,75.11,81.49
CARRI0425,Carrier_0425,multimodal,West,MX,LTL,teu,8.209689116,10.58128872,5.14634917,express,Y,Y,N,asset,,20.8472,11225.56,MXN,51.76,83.6
CARRI0426,Carrier_0426,sea,South,IN,LTL,teu,19.30311651,31.040178,13.48791638,standard,N,N,Y,non-asset,C-TPAT|TAPA,12.7488,10376.3,INR,57.14,75.2
CARRI0427,Carrier_0427,sea,North,MX,LTL,cbm,17.08568165,26.99745892,13.39946736,express,N,N,N,non-asset,,11.3716,8420.99,MXN,57.77,80.33
CARRI0428,Carrier_0428,road,North,SG,parcel,cbm,3.364834735,8.45667494,0.5,standard,N,N,Y,non-asset,ISO|TAPA,14.7271,9356.4,SGD,64.7,76.39
CARRI0429,Carrier_0429,rail,Central,DE,parcel,cbm,7.807920833,17.28943149,5.014678661,economy,N,N,Y,asset,,29.2246,15892.99,EUR,68.86,100
CARRI0430,Carrier_0430,sea,East,MX,LTL,cbm,14.43236681,17.3953659,11.71095536,economy,N,Y,N,asset,ISO,14.6576,17044.83,MXN,58.13,67.37
CARRI0431,Carrier_0431,road,West,SG,FTL,cbm,3.269192385,14.87720516,0.5,express,N,Y,N,asset,ISO,18.3379,6362.77,SGD,55.44,64.73
CARRI0432,Carrier_0432,rail,Central,DE,LTL,teu,5.135967418,10.60151446,1.061124122,economy,N,N,Y,asset,TAPA|ISO,37.5997,9956.27,EUR,55.53,79.3
CARRI0433,Carrier_0433,air,South,DE,LTL,kg,0.8,4.746577574,0.5,economy,N,N,Y,asset,,14.103,10355.89,EUR,59.89,84.28
CARRI0434,Carrier_0434,air,South,SG,LTL,cbm,2.580044075,7.797146132,0.5,standard,Y,N,N,asset,C-TPAT|ISO,29.4447,13915.84,SGD,58.76,88.24
CARRI0435,Carrier_0435,multimodal,North,US,LTL,cbm,12.37696215,24.0155352,9.998009129,economy,Y,N,Y,asset,,11.6095,9904.6,USD,64.57,71.53
CARRI0436,Carrier_0436,air,Central,US,FTL,kg,3.154769873,9.009744658,1.382920088,economy,N,N,Y,non-asset,TAPA,13.8243,9739.13,USD,70.22,78.65
CARRI0437,Carrier_0437,road,East,BR,parcel,cbm,2.5880623,10.82941606,1.838757092,economy,Y,N,Y,non-asset,C-TPAT,21.2265,5985.27,BRL,54.22,84.14
CARRI0438,Carrier_0438,air,Central,US,parcel,cbm,0.8,12.30507087,0.5,standard,N,N,Y,asset,,24.7755,5382.1,USD,71.55,77.38
CARRI0439,Carrier_0439,multimodal,South,SG,LTL,kg,10.35991089,20.63170226,6.958949863,standard,Y,Y,N,non-asset,,21.5418,9201.37,SGD,47.63,66.36
CARRI0440,Carrier_0440,rail,West,US,FTL,teu,7.491319272,9.674091753,5.833445369,express,N,N,N,asset,C-TPAT|ISO,50,10645.3,USD,50.4,77.11
CARRI0441,Carrier_0441,rail,Central,SG,parcel,kg,6.311732166,13.22693329,0.5,express,N,N,N,non-asset,,13.0082,12498.9,SGD,56.32,78.74
CARRI0442,Carrier_0442,road,West,CN,parcel,cbm,6.199321665,15.54669292,4.575510319,economy,Y,Y,Y,asset,,19.1074,4131.88,CNY,63.52,97.64
CARRI0443,Carrier_0443,road,East,US,FTL,kg,6.228782725,13.16093783,3.374431085,standard,N,N,Y,asset,C-TPAT|TAPA,16.0243,11147.49,USD,64.38,76.17
CARRI0444,Carrier_0444,rail,North,IN,FTL,cbm,7.338219904,16.28091585,6.161169286,express,N,N,N,asset,TAPA,26.4615,6689.61,INR,56.46,92.03
CARRI0445,Carrier_0445,air,Central,US,parcel,cbm,2.973389326,5.646005042,1.525199667,standard,Y,N,Y,asset,TAPA,44.5303,16207.23,USD,65.34,91.95
CARRI0446,Carrier_0446,rail,East,SG,FTL,teu,5.161313752,16.55948962,1.977436507,standard,N,N,N,asset,,35.8989,10657.79,SGD,60.68,88.14
CARRI0447,Carrier_0447,rail,West,DE,LTL,kg,4.990520943,13.89006892,1.367555986,express,Y,N,Y,non-asset,C-TPAT|TAPA,13.6782,12614.41,EUR,70.12,85.82
CARRI0448,Carrier_0448,multimodal,West,CN,parcel,kg,6.566183399,8.77422868,1.251680909,standard,Y,N,Y,non-asset,TAPA,15.649,10516.96,CNY,64.8,94.04
CARRI0449,Carrier_0449,road,East,US,FTL,teu,5.304680119,12.33697931,4.797023167,standard,N,N,Y,asset,,14.0966,13160.61,USD,76.38,100
CARRI0450,Carrier_0450,multimodal,North,MX,LTL,kg,6.711801134,9.947346277,5.820818363,standard,Y,N,Y,asset,,29.9474,11471.56,MXN,71.25,96.52
CARRI0451,Carrier_0451,air,East,CN,FTL,teu,1.627212023,12.56517811,0.5,economy,N,N,N,asset,TAPA|C-TPAT,35.5907,6562.18,CNY,42.77,73.47
CARRI0452,Carrier_0452,rail,East,SG,parcel,kg,7.380859706,12.85740405,6.661990694,standard,N,N,N,asset,TAPA,26.2338,25157.2,SGD,54.62,84.74
CARRI0453,Carrier_0453,sea,South,CN,LTL,kg,18.68600921,22.0318682,16.63834209,express,N,Y,Y,asset,TAPA|C-TPAT,15.7766,17153.32,CNY,67.22,79.8
CARRI0454,Carrier_0454,rail,North,SG,FTL,kg,5.075327487,15.15856552,3.487555852,standard,Y,Y,N,non-asset,TAPA,30.4906,5702.61,SGD,62.75,84.35
CARRI0455,Carrier_0455,multimodal,Central,CN,LTL,teu,9.846679651,19.45251422,3.97842327,standard,Y,N,N,asset,ISO|C-TPAT,13.1909,9348.8,CNY,47.73,63.36
CARRI0456,Carrier_0456,air,West,DE,FTL,kg,1.316264753,10.97752967,0.5,standard,Y,N,N,asset,TAPA|C-TPAT,27.7923,5363.08,EUR,58.34,80.11
CARRI0457,Carrier_0457,sea,South,SG,parcel,kg,17.01076131,20.71708401,16.26799241,standard,N,N,N,asset,,11.4599,7721.12,SGD,50.34,74.3
CARRI0458,Carrier_0458,multimodal,North,DE,FTL,kg,10.5025647,22.1329803,8.852425336,standard,Y,Y,N,non-asset,,22.1194,4371.76,EUR,49.08,68.18
CARRI0459,Carrier_0459,air,South,US,FTL,kg,0.8,9.739394054,0.5,standard,N,N,Y,asset,C-TPAT|ISO,22.6571,4350.74,USD,70.22,98.17
CARRI0460,Carrier_0460,road,East,IN,LTL,teu,3.627072569,9.388182947,0.5,standard,Y,N,N,non-asset,TAPA,23.9933,6238.82,INR,60.66,84.28
CARRI0461,Carrier_0461,multimodal,North,IN,LTL,kg,9.913363803,16.02967429,6.732283847,standard,Y,Y,Y,non-asset,C-TPAT,18.1977,10623.39,INR,72.77,91.48
CARRI0462,Carrier_0462,multimodal,Central,DE,LTL,teu,11.28895191,23.03378223,10.40350313,express,N,N,Y,asset,ISO|TAPA,19.9913,12191.84,EUR,72.27,100
CARRI0463,Carrier_0463,multimodal,East,SG,parcel,cbm,10.08685196,12.83296531,4.621629285,standard,Y,N,N,asset,TAPA,22.3698,6185.98,SGD,55.9,94.77
CARRI0464,Carrier_0464,rail,South,BR,FTL,teu,6.938543602,10.76688981,4.107324664,standard,N,Y,Y,asset,TAPA,16.0231,5048.94,BRL,68.39,78.15
CARRI0465,Carrier_0465,sea,East,BR,FTL,cbm,18.10521224,29.21401788,14.80075704,economy,N,N,Y,asset,ISO,34.4034,12268.16,BRL,41.03,53.94
CARRI0466,Carrier_0466,sea,South,CN,FTL,cbm,15.3350068,22.18572826,12.97555376,economy,N,Y,Y,asset,,10.6388,13191.85,CNY,52.6,82.42
CARRI0467,Carrier_0467,air,Central,IN,parcel,teu,1.158801616,13.15368769,0.5,express,N,N,N,non-asset,TAPA,41.2766,6044.25,INR,63.37,75.84
CARRI0468,Carrier_0468,multimodal,South,IN,FTL,kg,5.865571477,14.69782167,0.5,express,Y,Y,Y,non-asset,,32.1035,11038.12,INR,63.26,67.8
