item_id,lane_id,origin_region,origin_country,origin_city,dest_region,dest_country,dest_city,mode,distance_km,typical_volume_teu,transit_days_typical,avg_cost_per_shipment,customs_required
LANEI0486,LANE-00486,East,MX,Shizuoka,South,MX,Bangalore,sea,2508.83,8.124,12.91,786.93,N
LANEI0487,LANE-00487,South,US,Munich,East,BR,Shenzhen,sea,2299.49,7.74,12.23,622.48,Y
LANEI0488,LANE-00488,North,CN,Delhi,West,CN,Cologne,road,520.99,1.183,1.71,279.29,N
LANEI0489,LANE-00489,Central,US,Chicago,North,DE,Delhi,sea,2919.5,7.85,10.4,1023.75,Y
LANEI0490,LANE-00490,South,DE,Munich,West,BR,Cologne,rail,802.63,1.431,4.3,854.66,Y
LANEI0491,LANE-00491,West,IN,Austin,Central,CN,Frankfurt,road,395.75,0.945,1.14,1093.36,Y
LANEI0492,LANE-00492,South,IN,Chennai,West,IN,Los Angeles,air,529.49,0.05,2.74,1851.93,N
LANEI0493,LANE-00493,West,IN,Cologne,South,BR,Mumbai,rail,572.0,1.263,2.73,427.09,Y
LANEI0494,LANE-00494,South,DE,Chennai,Central,MX,Hyderabad,sea,2554.78,7.273,13.35,324.72,Y
LANEI0495,LANE-00495,West,IN,Cologne,South,SG,Munich,sea,2725.75,8.185,11.87,631.23,Y
LANEI0496,LANE-00496,East,CN,Shanghai,Central,BR,Frankfurt,rail,859.09,1.415,4.6,1344.13,Y
LANEI0497,LANE-00497,West,IN,Cologne,South,BR,Bangalore,road,481.58,0.426,2.37,1715.6,Y
LANEI0498,LANE-00498,North,US,Beijing,West,CN,Austin,rail,1086.35,1.265,5.71,643.38,N
LANEI0499,LANE-00499,Central,IN,Pune,South,DE,Bangalore,air,642.37,0.73,0.6,545.49,N
LANEI0500,LANE-00500,East,DE,Shizuoka,West,US,Los Angeles,road,556.84,0.391,2.54,498.5,Y
LANEI0501,LANE-00501,North,US,Berlin,West,SG,Los Angeles,sea,2883.72,7.755,13.61,366.67,N
LANEI0502,LANE-00502,West,MX,Phoenix,East,US,Shanghai,road,652.26,0.943,3.23,1255.66,Y
LANEI0503,LANE-00503,West,SG,Los Angeles,East,SG,Shizuoka,rail,764.31,1.586,2.29,367.16,N
LANEI0504,LANE-00504,Central,SG,Pune,North,IN,Beijing,air,833.0,0.05,1.56,485.66,Y
LANEI0505,LANE-00505,West,IN,Phoenix,North,DE,Toronto,rail,1059.4,1.809,7.56,358.63,Y
LANEI0506,LANE-00506,South,DE,Bangalore,South,MX,Mumbai,rail,907.2,1.371,8.04,943.53,Y
LANEI0507,LANE-00507,East,DE,Shenzhen,North,US,Berlin,rail,1211.97,2.039,6.31,399.98,N
LANEI0508,LANE-00508,East,MX,Shanghai,West,IN,Phoenix,rail,982.26,1.088,9.27,612.53,Y
LANEI0509,LANE-00509,West,IN,Austin,South,DE,Bangalore,sea,1528.27,8.028,10.79,1404.99,Y
LANEI0510,LANE-00510,East,CN,Shenzhen,West,BR,Phoenix,road,339.57,0.629,2.5,340.75,Y
LANEI0511,LANE-00511,North,CN,Delhi,South,MX,Bangalore,road,428.27,0.638,3.42,296.98,Y
LANEI0512,LANE-00512,West,DE,Austin,East,SG,Shizuoka,rail,606.86,0.945,5.64,527.7,Y
LANEI0513,LANE-00513,North,MX,Beijing,East,DE,Newark,sea,2446.59,7.696,10.53,693.98,Y
LANEI0514,LANE-00514,North,SG,Berlin,Central,SG,Pune,rail,698.89,1.71,4.01,268.74,N
LANEI0515,LANE-00515,West,BR,Phoenix,South,SG,Munich,sea,2465.39,8.206,13.62,635.71,N
LANEI0516,LANE-00516,South,US,Bangalore,North,SG,Berlin,sea,2023.51,8.595,11.69,892.92,Y
LANEI0517,LANE-00517,West,IN,Cologne,East,SG,Shizuoka,rail,1267.28,1.945,4.23,1223.44,Y
LANEI0518,LANE-00518,South,MX,Chennai,North,MX,Toronto,rail,944.88,1.372,7.32,1221.77,N
LANEI0519,LANE-00519,West,DE,Austin,East,CN,Shanghai,rail,908.58,2.075,6.98,944.12,Y
LANEI0520,LANE-00520,South,MX,Chennai,North,IN,Berlin,road,337.78,0.895,4.31,448.9,Y
LANEI0521,LANE-00521,West,MX,Austin,East,SG,Shizuoka,road,834.13,1.036,1.59,651.63,Y
LANEI0522,LANE-00522,Central,US,Pune,North,IN,Delhi,road,604.41,0.356,2.58,967.93,Y
LANEI0523,LANE-00523,North,BR,Beijing,North,US,Delhi,air,981.01,0.05,3.25,2400.5,Y
LANEI0524,LANE-00524,Central,BR,Frankfurt,North,BR,Delhi,road,257.28,0.833,3.37,248.72,N
LANEI0525,LANE-00525,North,US,Toronto,East,SG,Shanghai,rail,1110.33,2.146,5.13,1170.51,Y
LANEI0526,LANE-00526,Central,MX,Hyderabad,South,DE,Munich,road,544.58,0.673,5.58,306.75,Y
LANEI0527,LANE-00527,West,SG,Cologne,North,SG,Delhi,rail,865.45,1.548,6.38,700.24,N
LANEI0528,LANE-00528,West,CN,Cologne,North,CN,Berlin,sea,2550.57,7.707,12.59,252.7,N
LANEI0529,LANE-00529,Central,US,Hyderabad,South,SG,Mumbai,air,570.51,0.05,2.04,2431.93,Y
LANEI0530,LANE-00530,Central,CN,Hyderabad,South,US,Chennai,sea,1463.53,7.655,9.13,363.54,N
LANEI0531,LANE-00531,Central,MX,Chicago,West,CN,Phoenix,road,498.3,0.623,4.49,722.95,Y
LANEI0532,LANE-00532,West,IN,Cologne,Central,MX,Hyderabad,sea,1593.06,7.904,10.7,840.54,Y
LANEI0533,LANE-00533,North,BR,Delhi,West,MX,Phoenix,sea,2624.3,8.595,11.08,717.8,Y
LANEI0534,LANE-00534,East,BR,Shizuoka,North,SG,Delhi,rail,824.62,1.003,10.24,429.54,Y
LANEI0535,LANE-00535,East,MX,Newark,North,US,Beijing,road,675.46,0.604,3.96,2733.77,Y
LANEI0536,LANE-00536,West,IN,Cologne,North,IN,Berlin,rail,478.77,1.517,4.79,866.38,N
LANEI0537,LANE-00537,South,BR,Chennai,East,CN,Shanghai,rail,920.89,1.236,4.22,1202.27,Y
LANEI0538,LANE-00538,North,DE,Toronto,West,US,Cologne,road,520.33,1.645,3.49,1619.95,Y
LANEI0539,LANE-00539,West,CN,Los Angeles,East,CN,Shanghai,sea,2331.16,7.733,14.41,1310.85,N
LANEI0540,LANE-00540,West,CN,Austin,Central,SG,Frankfurt,sea,1885.52,8.342,15.15,267.82,Y
LANEI0541,LANE-00541,West,MX,Phoenix,East,CN,Shanghai,sea,2107.48,8.147,12.39,725.91,Y
LANEI0542,LANE-00542,East,DE,Shenzhen,South,CN,Bangalore,road,524.63,0.432,3.61,855.79,Y
LANEI0543,LANE-00543,North,US,Beijing,South,CN,Chennai,sea,2633.05,7.945,11.62,389.75,Y
LANEI0544,LANE-00544,North,SG,Toronto,North,BR,Toronto,road,379.06,0.897,1.2,1044.98,Y
LANEI0545,LANE-00545,North,MX,Berlin,West,MX,Cologne,rail,1223.13,2.055,6.63,1204.15,N
LANEI0546,LANE-00546,Central,CN,Chicago,West,IN,Austin,rail,1183.54,1.102,2.45,1567.31,Y
LANEI0547,LANE-00547,North,US,Toronto,East,IN,Newark,rail,841.25,1.353,4.34,1160.53,N
LANEI0548,LANE-00548,Central,SG,Pune,West,MX,Phoenix,air,743.27,0.05,1.3,836.5,Y
LANEI0549,LANE-00549,East,DE,Shanghai,Central,BR,Chicago,road,405.28,0.966,3.52,935.11,Y
LANEI0550,LANE-00550,Central,US,Frankfurt,North,US,Delhi,sea,3110.42,8.026,13.03,457.39,N
LANEI0551,LANE-00551,South,IN,Bangalore,East,DE,Shanghai,air,805.19,0.05,0.72,3070.75,Y
LANEI0552,LANE-00552,Central,US,Chicago,West,US,Austin,road,465.8,0.759,3.72,459.84,N
LANEI0553,LANE-00553,East,US,Shanghai,South,IN,Munich,rail,1383.88,1.199,7.72,772.59,N
LANEI0554,LANE-00554,East,US,Newark,South,IN,Bangalore,sea,2270.13,7.88,12.11,467.82,N
LANEI0555,LANE-00555,East,IN,Newark,West,US,Los Angeles,rail,798.64,1.278,5.0,286.63,N
LANEI0556,LANE-00556,South,IN,Chennai,North,IN,Delhi,sea,2241.67,7.908,10.85,614.85,N
LANEI0557,LANE-00557,East,CN,Shenzhen,North,US,Berlin,rail,638.98,1.747,7.24,398.25,N
LANEI0558,LANE-00558,West,BR,Cologne,Central,MX,Hyderabad,road,501.52,1.314,4.13,1594.66,Y
LANEI0559,LANE-00559,North,DE,Berlin,East,MX,Shanghai,road,474.85,0.966,4.82,729.5,Y
LANEI0560,LANE-00560,Central,SG,Hyderabad,West,IN,Cologne,sea,1082.38,8.151,11.43,310.84,Y
LANEI0561,LANE-00561,North,US,Delhi,South,DE,Munich,air,1032.38,0.198,0.76,2600.25,Y
LANEI0562,LANE-00562,Central,IN,Pune,East,BR,Shanghai,road,578.57,0.292,4.17,748.55,N
LANEI0563,LANE-00563,South,BR,Mumbai,East,CN,Newark,air,503.75,0.05,1.0,1801.14,N
LANEI0564,LANE-00564,Central,SG,Hyderabad,North,BR,Beijing,air,910.24,0.482,2.66,5601.47,N
LANEI0565,LANE-00565,North,DE,Delhi,East,SG,Shenzhen,air,902.18,0.572,0.6,4061.02,Y
LANEI0566,LANE-00566,North,IN,Berlin,South,US,Munich,rail,813.53,1.21,6.35,558.09,Y
LANEI0567,LANE-00567,East,SG,Newark,West,BR,Austin,road,568.93,0.318,2.1,1006.45,N
LANEI0568,LANE-00568,West,CN,Cologne,North,CN,Delhi,road,430.83,0.05,2.65,663.39,N
LANEI0569,LANE-00569,South,BR,Bangalore,West,SG,Cologne,road,553.6,0.421,2.84,462.61,Y
LANEI0570,LANE-00570,North,SG,Delhi,East,SG,Shenzhen,rail,863.37,1.045,7.3,242.8,N
LANEI0571,LANE-00571,Central,IN,Frankfurt,West,MX,Austin,air,653.68,0.05,1.51,2546.31,Y
LANEI0572,LANE-00572,South,IN,Munich,East,MX,Shanghai,air,710.21,0.05,3.08,1325.68,Y
LANEI0573,LANE-00573,East,IN,Newark,South,BR,Mumbai,rail,896.65,1.393,3.57,414.44,Y
LANEI0574,LANE-00574,North,US,Toronto,West,IN,Austin,sea,2052.19,7.481,11.86,450.53,Y
LANEI0575,LANE-00575,North,US,Delhi,East,US,Shanghai,air,667.64,0.493,0.6,645.66,N
LANEI0576,LANE-00576,East,CN,Shizuoka,West,BR,Phoenix,road,212.19,0.679,3.5,1425.25,N
LANEI0577,LANE-00577,South,MX,Chennai,East,IN,Shanghai,rail,699.35,1.701,7.48,354.75,Y
LANEI0578,LANE-00578,Central,CN,Frankfurt,North,DE,Delhi,rail,621.2,0.9,3.43,297.44,Y
LANEI0579,LANE-00579,South,CN,Mumbai,South,DE,Mumbai,air,657.24,0.447,3.62,991.11,Y
LANEI0580,LANE-00580,North,DE,Berlin,East,CN,Shanghai,rail,986.13,1.831,2.39,402.88,Y
LANEI0581,LANE-00581,East,MX,Shanghai,West,MX,Austin,rail,1289.55,1.266,9.06,709.16,N
LANEI0582,LANE-00582,North,SG,Berlin,South,DE,Mumbai,sea,3121.33,7.962,13.74,814.41,Y
LANEI0583,LANE-00583,Central,MX,Hyderabad,South,US,Mumbai,road,515.29,0.519,4.68,1225.96,Y
LANEI0584,LANE-00584,Central,MX,Hyderabad,South,MX,Munich,road,567.44,0.704,0.6,540.21,N
LANEI0585,LANE-00585,Central,CN,Pune,East,MX,Shenzhen,road,399.86,0.396,1.76,714.79,Y
LANEI0586,LANE-00586,West,DE,Phoenix,North,SG,Delhi,air,465.03,0.568,4.53,1602.06,Y
LANEI0587,LANE-00587,Central,US,Hyderabad,South,US,Bangalore,sea,2594.54,7.887,14.18,1485.0,N
LANEI0588,LANE-00588,West,CN,Cologne,South,BR,Bangalore,rail,576.91,1.392,7.78,518.81,Y
LANEI0589,LANE-00589,Central,US,Pune,West,DE,Austin,sea,2252.63,8.395,12.26,352.73,N
LANEI0590,LANE-00590,East,MX,Shizuoka,South,CN,Bangalore,road,495.83,1.851,3.81,1669.92,Y
LANEI0591,LANE-00591,South,SG,Munich,West,US,Los Angeles,road,350.2,1.083,4.26,2026.84,Y
LANEI0592,LANE-00592,East,IN,Shenzhen,South,SG,Chennai,sea,2166.85,8.084,11.63,782.34,Y
LANEI0593,LANE-00593,North,MX,Beijing,Central,SG,Hyderabad,rail,780.3,1.458,5.64,476.33,N
LANEI0594,LANE-00594,North,CN,Berlin,West,IN,Cologne,sea,2047.65,8.131,13.16,1299.81,Y
LANEI0595,LANE-00595,East,IN,Shanghai,Central,CN,Frankfurt,air,613.65,0.504,1.51,3111.54,Y
LANEI0596,LANE-00596,West,DE,Cologne,West,IN,Phoenix,rail,840.35,1.235,8.9,805.53,Y
LANEI0597,LANE-00597,South,US,Bangalore,Central,SG,Frankfurt,road,463.6,0.939,2.24,1048.69,N
LANEI0598,LANE-00598,West,US,Cologne,South,BR,Munich,sea,2105.98,8.135,11.99,362.62,Y
LANEI0599,LANE-00599,Central,SG,Hyderabad,East,SG,Shizuoka,rail,857.58,2.128,7.21,458.35,N
LANEI0600,LANE-00600,South,DE,Mumbai,West,IN,Austin,sea,2230.66,8.17,11.95,914.93,Y
LANEI0601,LANE-00601,South,BR,Bangalore,Central,IN,Pune,sea,1228.67,8.058,11.07,224.61,N
LANEI0602,LANE-00602,North,IN,Delhi,East,SG,Shenzhen,air,855.25,0.05,0.6,2228.58,Y
LANEI0603,LANE-00603,Central,BR,Chicago,South,BR,Mumbai,rail,1085.62,1.436,7.56,726.02,N
LANEI0604,LANE-00604,Central,BR,Frankfurt,East,US,Shenzhen,sea,1732.39,8.125,12.32,1115.79,Y
LANEI0605,LANE-00605,Central,CN,Hyderabad,East,IN,Shenzhen,air,480.27,0.05,1.09,1078.66,N
LANEI0606,LANE-00606,North,DE,Berlin,Central,SG,Chicago,rail,943.13,2.082,3.42,649.77,N
LANEI0607,LANE-00607,Central,CN,Hyderabad,West,BR,Phoenix,rail,1344.91,1.856,5.77,901.64,Y
LANEI0608,LANE-00608,West,MX,Phoenix,South,BR,Bangalore,road,378.26,0.906,4.31,1921.44,Y
LANEI0609,LANE-00609,East,BR,Shanghai,Central,US,Frankfurt,sea,1824.27,8.158,9.73,774.22,N
LANEI0610,LANE-00610,West,US,Phoenix,South,IN,Munich,air,615.59,0.574,2.3,1044.05,Y
LANEI0611,LANE-00611,West,CN,Cologne,West,SG,Austin,rail,967.66,1.924,5.17,437.21,N
LANEI0612,LANE-00612,Central,US,Chicago,East,MX,Shanghai,road,296.23,0.173,3.54,727.73,Y
LANEI0613,LANE-00613,North,US,Beijing,South,DE,Bangalore,air,810.21,0.522,2.68,3306.02,Y
LANEI0614,LANE-00614,Central,IN,Chicago,North,MX,Delhi,rail,1022.11,1.141,4.84,870.14,Y
LANEI0615,LANE-00615,East,DE,Shanghai,North,US,Berlin,road,265.58,0.4,3.23,313.08,Y
LANEI0616,LANE-00616,Central,BR,Pune,South,DE,Mumbai,sea,1991.07,8.149,11.4,747.31,Y
LANEI0617,LANE-00617,West,IN,Los Angeles,Central,CN,Hyderabad,sea,2728.39,7.554,10.23,631.26,N
LANEI0618,LANE-00618,Central,US,Chicago,South,SG,Chennai,air,772.57,0.496,2.8,2369.57,Y
LANEI0619,LANE-00619,South,BR,Chennai,North,DE,Berlin,rail,1055.08,1.375,4.82,718.15,Y
LANEI0620,LANE-00620,East,CN,Shenzhen,South,US,Bangalore,sea,2101.74,8.483,15.16,937.23,Y
LANEI0621,LANE-00621,North,MX,Toronto,North,CN,Toronto,sea,2032.88,8.292,12.79,1109.33,Y
LANEI0622,LANE-00622,North,BR,Toronto,Central,CN,Hyderabad,sea,2461.73,7.832,13.42,883.79,Y
LANEI0623,LANE-00623,North,MX,Beijing,North,US,Delhi,rail,817.82,2.001,6.08,366.84,Y
LANEI0624,LANE-00624,North,SG,Toronto,South,BR,Mumbai,rail,953.66,1.028,6.48,622.51,N
LANEI0625,LANE-00625,South,IN,Bangalore,East,MX,Shenzhen,rail,904.79,1.132,4.47,361.79,Y
LANEI0626,LANE-00626,East,DE,Newark,North,US,Toronto,air,707.24,0.672,0.62,4722.69,Y
LANEI0627,LANE-00627,East,BR,Newark,South,SG,Mumbai,air,665.16,0.491,2.21,1124.09,Y
LANEI0628,LANE-00628,Central,BR,Frankfurt,East,DE,Shenzhen,rail,866.71,1.401,5.3,597.65,Y
LANEI0629,LANE-00629,South,CN,Munich,North,IN,Delhi,road,416.25,1.038,2.16,1547.65,Y
LANEI0630,LANE-00630,South,MX,Munich,Central,US,Pune,air,900.42,0.05,3.11,3887.47,Y
LANEI0631,LANE-00631,South,MX,Mumbai,East,US,Shenzhen,road,386.73,0.666,2.62,772.37,Y
LANEI0632,LANE-00632,South,US,Mumbai,Central,CN,Hyderabad,road,543.46,1.024,1.31,596.28,Y
LANEI0633,LANE-00633,Central,MX,Chicago,South,SG,Munich,sea,1890.25,8.098,12.99,534.11,Y
LANEI0634,LANE-00634,East,DE,Newark,Central,IN,Hyderabad,sea,2777.55,8.138,12.42,926.49,Y
LANEI0635,LANE-00635,East,US,Shenzhen,North,US,Beijing,road,495.6,0.627,2.29,1236.83,N
LANEI0636,LANE-00636,East,CN,Shanghai,West,MX,Cologne,rail,1068.15,1.639,6.13,782.38,Y
LANEI0637,LANE-00637,North,BR,Berlin,East,US,Newark,rail,1054.36,1.392,5.13,881.43,Y
LANEI0638,LANE-00638,North,MX,Berlin,Central,DE,Frankfurt,road,585.2,0.562,5.64,328.87,Y
LANEI0639,LANE-00639,East,CN,Shanghai,West,CN,Austin,rail,885.0,1.558,3.06,789.5,N
LANEI0640,LANE-00640,Central,DE,Hyderabad,North,DE,Delhi,road,221.22,0.827,3.79,914.73,N
LANEI0641,LANE-00641,North,CN,Berlin,Central,MX,Frankfurt,rail,1133.43,1.159,2.28,482.43,Y
LANEI0642,LANE-00642,South,US,Chennai,Central,BR,Chicago,sea,2635.76,7.817,10.16,421.74,Y
LANEI0643,LANE-00643,South,IN,Munich,Central,IN,Pune,sea,1670.15,8.074,12.3,813.33,N
LANEI0644,LANE-00644,West,BR,Phoenix,West,BR,Phoenix,rail,928.73,1.878,5.15,475.37,N
LANEI0645,LANE-00645,North,CN,Berlin,South,MX,Chennai,rail,799.73,1.716,6.39,585.68,Y
LANEI0646,LANE-00646,Central,SG,Frankfurt,South,US,Munich,road,277.99,0.05,1.9,419.68,Y
LANEI0647,LANE-00647,North,IN,Beijing,East,BR,Shenzhen,rail,771.5,1.911,4.34,557.4,Y
LANEI0648,LANE-00648,East,SG,Shizuoka,North,CN,Berlin,sea,2567.47,7.346,11.55,260.38,Y
LANEI0649,LANE-00649,North,US,Beijing,Central,DE,Hyderabad,road,456.99,0.476,4.23,376.87,Y
LANEI0650,LANE-00650,Central,US,Frankfurt,North,SG,Delhi,air,838.55,0.474,0.6,1639.99,Y
LANEI0651,LANE-00651,South,SG,Bangalore,North,SG,Beijing,sea,2564.65,7.545,11.77,731.92,N
LANEI0652,LANE-00652,North,DE,Berlin,East,SG,Shizuoka,air,737.39,0.05,5.61,4445.13,Y
LANEI0653,LANE-00653,Central,CN,Hyderabad,South,IN,Mumbai,air,422.11,0.112,0.6,1481.95,Y
LANEI0654,LANE-00654,Central,IN,Pune,East,DE,Shanghai,rail,838.64,1.895,6.91,755.98,Y
LANEI0655,LANE-00655,East,SG,Shanghai,North,IN,Delhi,sea,2191.14,8.422,9.62,970.12,N
LANEI0656,LANE-00656,West,BR,Phoenix,East,IN,Shanghai,road,453.69,0.542,0.6,243.06,Y
LANEI0657,LANE-00657,South,SG,Mumbai,West,IN,Los Angeles,rail,912.28,1.283,5.12,423.54,N
LANEI0658,LANE-00658,South,CN,Mumbai,East,BR,Shenzhen,road,475.29,1.215,0.6,291.24,Y
LANEI0659,LANE-00659,South,IN,Bangalore,North,CN,Toronto,rail,751.57,1.995,4.74,765.27,Y
LANEI0660,LANE-00660,North,DE,Beijing,West,US,Austin,road,375.72,0.925,2.98,867.91,Y
LANEI0661,LANE-00661,West,CN,Phoenix,West,BR,Austin,air,861.02,0.194,4.36,9967.63,Y
LANEI0662,LANE-00662,West,US,Los Angeles,North,US,Toronto,road,319.0,0.229,4.42,495.76,N
LANEI0663,LANE-00663,Central,SG,Pune,East,DE,Shenzhen,air,754.84,0.324,1.49,2581.27,Y
LANEI0664,LANE-00664,North,DE,Toronto,Central,CN,Pune,sea,1937.55,8.401,12.94,1075.47,Y
LANEI0665,LANE-00665,South,US,Bangalore,West,BR,Cologne,road,601.06,0.919,2.93,865.45,Y
LANEI0666,LANE-00666,Central,BR,Frankfurt,West,US,Cologne,road,315.18,0.578,1.63,838.32,Y
LANEI0667,LANE-00667,West,BR,Cologne,South,CN,Chennai,rail,359.12,1.44,6.41,478.17,N
LANEI0668,LANE-00668,West,BR,Austin,East,SG,Shanghai,sea,2856.01,7.735,10.02,798.41,Y
LANEI0669,LANE-00669,South,MX,Chennai,North,US,Beijing,air,444.34,0.05,0.6,1476.34,Y
LANEI0670,LANE-00670,East,SG,Shizuoka,West,MX,Los Angeles,air,820.78,0.05,4.11,3067.73,Y
LANEI0671,LANE-00671,East,SG,Shanghai,South,SG,Chennai,road,520.07,1.166,4.23,546.66,N
LANEI0672,LANE-00672,North,US,Beijing,South,SG,Munich,air,836.06,0.271,0.6,2246.66,Y
LANEI0673,LANE-00673,Central,IN,Hyderabad,North,MX,Berlin,road,390.5,1.42,1.44,431.32,Y
LANEI0674,LANE-00674,North,DE,Toronto,Central,SG,Frankfurt,air,721.79,0.346,0.6,1207.41,Y
LANEI0675,LANE-00675,Central,SG,Pune,West,CN,Cologne,sea,2854.69,8.182,12.58,320.47,N
LANEI0676,LANE-00676,North,MX,Berlin,West,CN,Austin,rail,1139.98,1.411,3.33,651.41,Y
LANEI0677,LANE-00677,Central,DE,Frankfurt,North,MX,Berlin,rail,833.23,1.042,5.65,714.43,Y
LANEI0678,LANE-00678,South,CN,Mumbai,North,BR,Toronto,road,529.41,0.828,4.45,1300.49,Y
LANEI0679,LANE-00679,Central,MX,Frankfurt,North,CN,Delhi,sea,2792.82,8.178,11.14,415.8,Y
LANEI0680,LANE-00680,Central,US,Pune,North,MX,Berlin,air,668.68,0.165,0.6,955.09,Y
LANEI0681,LANE-00681,North,IN,Delhi,West,IN,Phoenix,road,278.93,0.794,3.62,875.18,N
LANEI0682,LANE-00682,West,DE,Los Angeles,North,BR,Delhi,road,321.32,0.641,2.25,259.5,N
LANEI0683,LANE-00683,West,US,Cologne,North,US,Berlin,sea,2606.7,7.939,10.76,505.1,N
LANEI0684,LANE-00684,West,DE,Cologne,Central,CN,Hyderabad,rail,1164.7,1.139,5.75,470.69,Y
LANEI0685,LANE-00685,East,DE,Newark,West,MX,Austin,rail,709.43,1.14,5.48,327.15,Y
LANEI0686,LANE-00686,West,BR,Phoenix,South,US,Munich,air,445.29,0.05,0.6,2271.37,Y
LANEI0687,LANE-00687,South,MX,Mumbai,East,BR,Newark,road,453.04,0.617,4.42,771.32,Y
LANEI0688,LANE-00688,South,DE,Munich,East,US,Shanghai,air,869.17,0.56,5.04,1121.22,Y
LANEI0689,LANE-00689,West,CN,Phoenix,North,IN,Beijing,sea,2872.03,7.646,11.73,620.96,Y
LANEI0690,LANE-00690,North,IN,Beijing,Central,US,Frankfurt,sea,2345.72,7.504,12.5,563.62,Y
LANEI0691,LANE-00691,South,DE,Mumbai,Central,MX,Chicago,sea,2682.79,8.149,9.88,400.59,N
LANEI0692,LANE-00692,West,IN,Austin,Central,DE,Hyderabad,air,835.75,0.176,1.37,3697.58,Y
LANEI0693,LANE-00693,Central,BR,Chicago,West,DE,Phoenix,air,602.89,0.05,0.94,3168.31,Y
LANEI0694,LANE-00694,South,SG,Bangalore,Central,CN,Frankfurt,road,435.87,0.494,4.88,1166.3,Y
LANEI0695,LANE-00695,North,CN,Delhi,Central,BR,Pune,sea,1910.59,7.982,11.44,323.11,Y
LANEI0696,LANE-00696,Central,SG,Hyderabad,South,SG,Chennai,air,776.26,0.209,0.65,3089.19,N
LANEI0697,LANE-00697,Central,DE,Chicago,East,DE,Shanghai,road,469.0,1.135,5.49,176.17,N
LANEI0698,LANE-00698,Central,US,Pune,West,IN,Austin,sea,2815.33,7.983,14.06,3571.39,Y
LANEI0699,LANE-00699,South,US,Munich,West,DE,Cologne,rail,1054.5,2.072,5.63,382.18,N
LANEI0700,LANE-00700,West,CN,Los Angeles,North,IN,Toronto,road,215.16,0.838,2.13,1473.08,Y
LANEI0701,LANE-00701,South,MX,Bangalore,East,US,Shenzhen,sea,2278.17,7.917,11.17,1089.69,Y
LANEI0702,LANE-00702,Central,MX,Chicago,East,SG,Shenzhen,road,413.63,1.045,4.76,676.69,Y
LANEI0703,LANE-00703,North,MX,Beijing,South,DE,Chennai,rail,1036.34,1.211,5.32,955.08,Y
LANEI0704,LANE-00704,South,US,Mumbai,Central,SG,Frankfurt,rail,645.36,1.045,5.41,974.05,Y
LANEI0705,LANE-00705,South,US,Munich,Central,DE,Chicago,road,417.65,0.972,1.46,703.59,Y
LANEI0706,LANE-00706,Central,CN,Chicago,West,SG,Austin,air,518.88,0.05,2.71,4644.66,N
LANEI0707,LANE-00707,Central,US,Pune,North,BR,Delhi,sea,1980.88,8.209,8.53,559.47,Y
LANEI0708,LANE-00708,Central,IN,Hyderabad,East,US,Shanghai,road,437.82,0.838,4.46,246.5,Y
LANEI0709,LANE-00709,South,US,Mumbai,North,US,Beijing,road,615.56,0.619,1.91,444.77,N
LANEI0710,LANE-00710,South,CN,Munich,East,CN,Shizuoka,rail,877.75,1.25,1.85,492.58,N
LANEI0711,LANE-00711,West,MX,Cologne,North,MX,Berlin,sea,2692.7,8.337,12.29,725.49,N
LANEI0712,LANE-00712,East,MX,Newark,West,MX,Cologne,air,774.64,0.216,2.19,2186.89,N
LANEI0713,LANE-00713,East,CN,Shenzhen,South,US,Bangalore,air,710.02,0.06,2.63,789.53,Y
LANEI0714,LANE-00714,South,DE,Mumbai,West,US,Cologne,air,666.72,0.05,0.6,3254.7,Y
LANEI0715,LANE-00715,North,BR,Delhi,Central,CN,Pune,road,479.79,0.754,2.52,203.95,N
LANEI0716,LANE-00716,West,US,Cologne,North,DE,Toronto,sea,2167.3,8.23,11.7,641.47,Y
LANEI0717,LANE-00717,Central,CN,Pune,East,US,Newark,road,330.97,0.813,3.16,395.82,Y
LANEI0718,LANE-00718,South,IN,Bangalore,East,US,Shenzhen,rail,946.0,1.397,5.73,834.82,Y
LANEI0719,LANE-00719,East,CN,Shenzhen,North,CN,Delhi,sea,1984.4,7.384,12.88,440.35,N
LANEI0720,LANE-00720,North,DE,Beijing,East,US,Shizuoka,rail,800.49,1.108,5.64,1552.53,Y
LANEI0721,LANE-00721,North,CN,Toronto,East,SG,Newark,sea,2071.91,7.568,12.66,591.27,Y
LANEI0722,LANE-00722,West,DE,Los Angeles,Central,US,Pune,sea,1443.29,8.216,10.09,898.52,Y
LANEI0723,LANE-00723,West,IN,Austin,East,DE,Newark,rail,1115.38,1.473,6.49,427.75,Y
LANEI0724,LANE-00724,South,SG,Chennai,North,CN,Delhi,road,455.57,1.041,5.1,877.95,Y
LANEI0725,LANE-00725,Central,IN,Frankfurt,North,DE,Delhi,road,373.71,1.035,2.78,351.8,Y
LANEI0726,LANE-00726,North,IN,Berlin,South,DE,Bangalore,rail,853.26,1.154,3.47,935.46,Y
LANEI0727,LANE-00727,Central,US,Hyderabad,South,DE,Mumbai,road,480.49,0.875,3.25,401.0,N
LANEI0728,LANE-00728,North,MX,Beijing,South,DE,Mumbai,air,471.57,0.05,0.82,3044.83,N
LANEI0729,LANE-00729,West,US,Phoenix,North,CN,Delhi,air,834.58,0.205,0.75,1988.41,N
