item_id,warehouse_id,location,country,region,city,capacity_sqft,capacity_pallets,capacity_volume_cbm,capabilities,temperature_zone,hazmat_capable,lead_time_days_receipt,lead_time_days_ship,last_mile_radius_km,automation_level
WARI0365,WH-00365,Market Blvd 365,BR,Central,Berlin,50000.0,1972,10966.53,pick/pack|cross-dock|returns,ambient,N,11.53,10.74,24.21,manual
WARI0366,WH-00366,Market Blvd 366,DE,West,Pune,50000.0,1368,12910.19,returns,frozen,Y,12.97,10.94,37.38,manual
WARI0367,WH-00367,Market Blvd 367,MX,Central,Frankfurt,50000.0,1760,10304.71,cross-dock,chilled,N,3.45,2.46,47.22,semi-auto
WARI0368,WH-00368,Harbor Way 368,CN,Central,Mumbai,50000.0,1211,15322.06,VAS|kitting,ambient,N,14.06,13.57,27.64,manual
WARI0369,WH-00369,Market Blvd 369,US,Central,Pune,50000.0,1124,12489.8,cross-dock|returns,ambient,N,8.35,4.0,22.74,manual
WARI0370,WH-00370,Harbor Way 370,BR,South,Berlin,50000.0,1593,13400.4,pick/pack,ambient,N,8.27,9.58,38.77,manual
WARI0371,WH-00371,Main St 371,CN,South,Frankfurt,50000.0,1501,16550.35,cross-dock,chilled,N,1.91,-0.77,36.76,full-auto
WARI0372,WH-00372,Harbor Way 372,BR,West,Aurora,50000.0,1921,11162.23,VAS,chilled,N,4.84,3.48,44.76,full-auto
WARI0373,WH-00373,Harbor Way 373,SG,West,Austin,50000.0,1936,11539.02,returns|kitting,ambient,N,4.44,4.05,53.13,full-auto
WARI0374,WH-00374,Market Blvd 374,IN,West,Frankfurt,50000.0,1664,11643.9,pick/pack|returns|cross-dock,chilled,N,3.55,4.62,35.66,semi-auto
WARI0375,WH-00375,Market Blvd 375,IN,East,Austin,50000.0,1229,15442.1,returns|VAS,ambient,N,9.67,8.63,43.22,manual
WARI0376,WH-00376,Industrial Rd 376,IN,South,Chennai,50000.0,1611,12891.81,pick/pack|returns,chilled,N,5.41,6.73,59.59,full-auto
WARI0377,WH-00377,Industrial Rd 377,SG,South,Mumbai,50000.0,1516,14967.16,kitting|VAS,ambient,N,7.07,5.65,29.37,semi-auto
WARI0378,WH-00378,Market Blvd 378,DE,Central,Berlin,50000.0,1738,12200.31,returns,ambient,N,5.7,7.46,26.15,full-auto
WARI0379,WH-00379,Main St 379,BR,North,Berlin,50000.0,1174,12927.22,kitting|returns,ambient,N,1.94,3.59,34.55,semi-auto
WARI0380,WH-00380,Main St 380,BR,North,Austin,50000.0,1922,13111.29,VAS,chilled,N,11.45,10.76,35.22,manual
WARI0381,WH-00381,Market Blvd 381,MX,North,Berlin,50000.0,1146,13143.75,kitting|pick/pack,chilled,N,7.12,2.38,38.32,semi-auto
WARI0382,WH-00382,Market Blvd 382,MX,East,Bangalore,50000.0,1894,13773.4,cross-dock|kitting|returns,ambient,N,5.4,3.96,21.34,full-auto
WARI0383,WH-00383,Main St 383,CN,North,Bangalore,50000.0,1918,12354.25,returns|pick/pack|VAS,frozen,Y,4.19,3.86,41.24,full-auto
WARI0384,WH-00384,Harbor Way 384,US,North,Chicago,50000.0,1443,11266.94,cross-dock|pick/pack|VAS,chilled,N,7.08,7.92,45.84,semi-auto
WARI0385,WH-00385,Main St 385,DE,West,Chennai,50000.0,1724,13826.55,returns|kitting|pick/pack,ambient,N,4.4,4.65,47.17,semi-auto
WARI0386,WH-00386,Market Blvd 386,SG,South,Aurora,50000.0,1207,11241.59,cross-dock|returns,ambient,N,4.45,5.44,27.71,full-auto
WARI0387,WH-00387,Industrial Rd 387,US,Central,Pune,50000.0,1514,10557.74,kitting,ambient,N,3.37,4.34,37.71,full-auto
WARI0388,WH-00388,Main St 388,BR,East,Aurora,50000.0,1578,11408.9,cross-dock|returns|kitting,ambient,N,3.89,4.83,38.62,semi-auto
WARI0389,WH-00389,Main St 389,IN,West,Bangalore,50000.0,1156,16600.19,returns,chilled,N,4.86,6.48,37.79,manual
WARI0390,WH-00390,Harbor Way 390,SG,Central,Chennai,50000.0,1546,12104.46,pick/pack|returns,chilled,N,1.12,0.92,40.0,full-auto
WARI0391,WH-00391,Main St 391,BR,South,Mumbai,50000.0,1218,11021.36,pick/pack,chilled,N,4.94,6.08,23.85,semi-auto
WARI0392,WH-00392,Harbor Way 392,MX,West,Aurora,50000.0,1237,10698.39,pick/pack|cross-dock,ambient,N,11.08,12.49,35.72,semi-auto
WARI0393,WH-00393,Industrial Rd 393,SG,Central,Frankfurt,50000.0,1222,13013.25,VAS|pick/pack|returns,chilled,N,6.06,7.01,41.2,manual
WARI0394,WH-00394,Main St 394,DE,South,Berlin,50000.0,1735,14633.75,cross-dock|pick/pack,ambient,N,4.6,3.35,37.93,semi-auto
WARI0395,WH-00395,Industrial Rd 395,DE,West,Chennai,50000.0,1522,16303.17,pick/pack|VAS,chilled,N,18.05,14.68,43.79,manual
WARI0396,WH-00396,Harbor Way 396,US,West,Mumbai,50000.0,1189,13975.96,returns,ambient,N,2.65,1.6,23.2,semi-auto
WARI0397,WH-00397,Harbor Way 397,CN,Central,Chennai,50000.0,1827,10669.27,kitting,ambient,N,3.59,4.22,13.5,semi-auto
WARI0398,WH-00398,Industrial Rd 398,MX,West,Pune,50000.0,1534,12818.55,kitting|VAS,ambient,N,2.37,2.21,26.11,manual
WARI0399,WH-00399,Main St 399,DE,East,Berlin,50000.0,1693,15735.03,pick/pack|kitting|returns,ambient,N,5.54,6.97,39.6,full-auto
WARI0400,WH-00400,Main St 400,DE,Central,Austin,50000.0,1136,10367.71,kitting|cross-dock,chilled,N,2.96,3.03,27.94,full-auto
WARI0401,WH-00401,Harbor Way 401,CN,North,Aurora,50000.0,1391,14058.88,pick/pack|returns|kitting,frozen,N,7.89,4.55,35.34,manual
WARI0402,WH-00402,Harbor Way 402,US,East,Bangalore,50000.0,1264,16386.45,VAS|cross-dock,ambient,N,9.72,10.41,15.7,semi-auto
WARI0403,WH-00403,Industrial Rd 403,IN,Central,Aurora,50000.0,1971,12844.59,VAS,ambient,N,1.31,1.32,27.28,semi-auto
WARI0404,WH-00404,Industrial Rd 404,CN,Central,Aurora,50000.0,1124,15383.74,kitting|cross-dock,ambient,N,12.16,12.51,48.68,semi-auto
WARI0405,WH-00405,Harbor Way 405,MX,West,Mumbai,50000.0,1313,12103.42,returns,ambient,Y,8.61,11.28,36.87,semi-auto
WARI0406,WH-00406,Market Blvd 406,SG,West,Bangalore,50000.0,1914,13529.48,VAS|kitting|pick/pack,chilled,N,11.85,9.69,38.45,manual
WARI0407,WH-00407,Market Blvd 407,US,North,Austin,50000.0,1582,10579.8,kitting,ambient,N,2.46,2.86,32.06,semi-auto
WARI0408,WH-00408,Main St 408,US,North,Pune,50000.0,1447,14144.07,pick/pack|kitting,ambient,N,8.17,7.73,26.91,semi-auto
WARI0409,WH-00409,Market Blvd 409,MX,South,Frankfurt,50000.0,1258,12467.31,pick/pack,ambient,N,3.47,4.95,37.0,full-auto
WARI0410,WH-00410,Harbor Way 410,IN,Central,Frankfurt,50000.0,1176,13448.87,returns|pick/pack|VAS,ambient,Y,14.12,13.15,24.62,semi-auto
WARI0411,WH-00411,Harbor Way 411,BR,Central,Frankfurt,50000.0,1299,11061.14,cross-dock|returns|VAS,frozen,N,10.46,9.35,39.92,semi-auto
WARI0412,WH-00412,Industrial Rd 412,BR,West,Bangalore,50000.0,1492,13822.92,cross-dock,ambient,Y,5.24,5.24,53.09,full-auto
WARI0413,WH-00413,Market Blvd 413,US,North,Berlin,50000.0,1338,15692.93,cross-dock,chilled,N,7.56,6.07,45.88,semi-auto
WARI0414,WH-00414,Main St 414,CN,West,Frankfurt,50000.0,1826,10821.59,pick/pack,chilled,N,3.37,2.23,43.85,semi-auto
WARI0415,WH-00415,Main St 415,US,North,Aurora,50000.0,1800,10401.09,returns,ambient,N,7.32,6.15,44.22,semi-auto
WARI0416,WH-00416,Harbor Way 416,BR,East,Pune,50000.0,1234,15068.87,kitting,frozen,N,0.67,1.38,28.66,semi-auto
WARI0417,WH-00417,Industrial Rd 417,SG,East,Frankfurt,50000.0,1261,12022.61,kitting|returns,ambient,N,5.23,7.67,23.97,semi-auto
WARI0418,WH-00418,Harbor Way 418,DE,East,Berlin,50000.0,1442,11349.18,pick/pack|VAS|returns,ambient,N,9.29,10.47,56.14,manual
WARI0419,WH-00419,Market Blvd 419,MX,West,Chicago,50000.0,1852,12538.51,VAS|cross-dock|returns,chilled,N,6.07,7.53,55.03,full-auto
WARI0420,WH-00420,Market Blvd 420,DE,West,Berlin,50000.0,1641,12078.75,returns|pick/pack|VAS,frozen,Y,0.46,2.87,5.0,manual
WARI0421,WH-00421,Main St 421,MX,Central,Austin,50000.0,1229,13605.06,kitting,ambient,Y,0.05,2.1,47.34,semi-auto
WARI0422,WH-00422,Harbor Way 422,CN,North,Frankfurt,50000.0,1298,10312.38,pick/pack|kitting,ambient,N,13.35,14.19,53.04,manual
WARI0423,WH-00423,Market Blvd 423,CN,North,Chicago,50000.0,1441,11372.52,VAS,ambient,N,9.56,7.28,23.49,manual
WARI0424,WH-00424,Harbor Way 424,MX,East,Mumbai,50000.0,1303,10983.27,pick/pack|returns|VAS,ambient,Y,10.83,13.21,19.15,semi-auto
WARI0425,WH-00425,Market Blvd 425,BR,East,Austin,50000.0,1970,12355.36,kitting,frozen,N,2.58,2.74,31.36,full-auto
WARI0426,WH-00426,Main St 426,IN,North,Mumbai,50000.0,1772,11474.41,cross-dock,chilled,Y,7.31,8.81,16.85,semi-auto
WARI0427,WH-00427,Main St 427,US,West,Chennai,50000.0,1383,10618.45,returns|kitting,chilled,Y,8.33,5.62,39.65,semi-auto
WARI0428,WH-00428,Industrial Rd 428,BR,Central,Berlin,50000.0,1339,12004.07,returns,frozen,N,1.19,2.3,38.74,manual
WARI0429,WH-00429,Industrial Rd 429,BR,West,Pune,50000.0,1906,12328.37,returns|pick/pack|cross-dock,ambient,N,3.17,4.67,14.37,full-auto
WARI0430,WH-00430,Market Blvd 430,IN,North,Chicago,50000.0,1799,11242.79,cross-dock|pick/pack|returns,ambient,N,2.67,4.03,37.11,manual
WARI0431,WH-00431,Industrial Rd 431,IN,North,Chennai,50000.0,1581,10315.15,VAS|cross-dock|returns,chilled,N,8.71,7.21,40.32,manual
WARI0432,WH-00432,Market Blvd 432,CN,West,Bangalore,50000.0,1805,10360.09,cross-dock,ambient,N,12.83,10.31,23.63,semi-auto
WARI0433,WH-00433,Harbor Way 433,CN,South,Chennai,50000.0,1847,14534.41,kitting|VAS|pick/pack,ambient,N,9.81,7.54,53.73,semi-auto
WARI0434,WH-00434,Industrial Rd 434,MX,South,Mumbai,50000.0,1158,10339.23,VAS,ambient,N,10.94,11.3,59.73,manual
WARI0435,WH-00435,Harbor Way 435,US,East,Chicago,50000.0,1124,16421.0,cross-dock|kitting|VAS,chilled,N,9.62,8.31,26.72,semi-auto
WARI0436,WH-00436,Main St 436,DE,North,Frankfurt,50000.0,1279,12319.04,VAS,ambient,N,-0.58,1.67,12.87,semi-auto
WARI0437,WH-00437,Harbor Way 437,BR,Central,Mumbai,50000.0,1306,15459.68,cross-dock|pick/pack,ambient,N,16.18,14.74,26.46,manual
WARI0438,WH-00438,Main St 438,DE,West,Pune,50000.0,1198,11522.53,kitting,ambient,N,7.67,7.06,49.71,semi-auto
WARI0439,WH-00439,Main St 439,DE,North,Chennai,50000.0,1162,11732.76,kitting|returns|VAS,frozen,N,10.44,8.69,50.63,manual
WARI0440,WH-00440,Main St 440,US,South,Chennai,50000.0,1829,12819.26,returns|pick/pack,chilled,N,7.15,6.98,23.09,manual
WARI0441,WH-00441,Harbor Way 441,IN,Central,Austin,50000.0,1952,15210.37,returns|cross-dock,chilled,N,3.35,3.55,43.76,semi-auto
WARI0442,WH-00442,Main St 442,MX,Central,Frankfurt,50000.0,1744,12516.05,cross-dock,chilled,N,13.58,12.25,31.88,manual
WARI0443,WH-00443,Industrial Rd 443,CN,North,Frankfurt,50000.0,1271,12184.39,returns|pick/pack|kitting,ambient,N,4.12,4.32,31.34,manual
WARI0444,WH-00444,Market Blvd 444,CN,North,Pune,50000.0,1936,11484.42,cross-dock|VAS|pick/pack,frozen,Y,4.01,3.02,48.23,semi-auto
WARI0445,WH-00445,Market Blvd 445,IN,Central,Mumbai,50000.0,1879,12407.29,kitting|VAS,ambient,N,6.01,7.23,8.95,manual
WARI0446,WH-00446,Market Blvd 446,MX,South,Frankfurt,50000.0,1586,11843.3,cross-dock,ambient,N,7.3,7.02,27.64,full-auto
WARI0447,WH-00447,Harbor Way 447,BR,West,Pune,50000.0,1218,12362.92,kitting|pick/pack|returns,frozen,N,6.89,6.39,51.88,semi-auto
WARI0448,WH-00448,Harbor Way 448,US,Central,Berlin,50000.0,1378,13399.01,VAS|pick/pack,ambient,Y,2.97,3.99,32.22,semi-auto
WARI0449,WH-00449,Market Blvd 449,SG,Central,Austin,50000.0,1909,12508.81,cross-dock|returns|VAS,ambient,Y,8.42,7.59,26.94,manual
WARI0450,WH-00450,Market Blvd 450,SG,West,Austin,50000.0,1665,11908.5,returns|pick/pack,ambient,Y,1.33,2.92,43.96,full-auto
WARI0451,WH-00451,Market Blvd 451,US,North,Frankfurt,50000.0,1328,15838.61,VAS|cross-dock|returns,chilled,N,7.48,6.6,36.91,semi-auto
WARI0452,WH-00452,Harbor Way 452,SG,East,Pune,50000.0,1625,13356.74,returns|VAS|kitting,chilled,N,4.21,5.36,25.75,manual
WARI0453,WH-00453,Industrial Rd 453,CN,North,Chicago,50000.0,1210,14900.31,kitting|VAS|pick/pack,ambient,Y,9.02,9.68,21.48,semi-auto
WARI0454,WH-00454,Market Blvd 454,DE,Central,Pune,50000.0,1120,10714.71,cross-dock|returns|kitting,ambient,N,14.93,12.53,53.22,manual
WARI0455,WH-00455,Market Blvd 455,CN,Central,Pune,50000.0,1397,14002.8,cross-dock|returns,ambient,N,3.88,2.32,20.23,manual
WARI0456,WH-00456,Industrial Rd 456,BR,South,Berlin,50000.0,1515,13717.19,kitting|cross-dock,ambient,Y,10.77,8.44,23.82,manual
WARI0457,WH-00457,Harbor Way 457,SG,Central,Bangalore,50000.0,1802,10761.79,cross-dock|kitting|pick/pack,ambient,N,9.27,10.35,33.21,semi-auto
WARI0458,WH-00458,Harbor Way 458,BR,West,Aurora,50000.0,1414,14584.35,kitting,ambient,N,4.82,0.67,39.01,semi-auto
WARI0459,WH-00459,Industrial Rd 459,IN,North,Austin,50000.0,1754,11689.38,kitting,ambient,N,6.24,6.43,30.69,semi-auto
WARI0460,WH-00460,Main St 460,US,South,Aurora,50000.0,1997,11409.74,returns|pick/pack,ambient,N,6.7,7.33,40.13,semi-auto
WARI0461,WH-00461,Main St 461,DE,North,Berlin,50000.0,1914,14792.13,cross-dock,chilled,N,6.26,6.42,51.04,semi-auto
WARI0462,WH-00462,Main St 462,SG,West,Pune,50000.0,1498,11430.11,pick/pack|kitting,ambient,N,9.66,6.95,34.4,semi-auto
WARI0463,WH-00463,Main St 463,IN,North,Austin,50000.0,1858,12749.72,kitting|returns,ambient,N,10.7,8.39,28.3,semi-auto
WARI0464,WH-00464,Industrial Rd 464,DE,West,Chicago,50000.0,1384,11829.18,pick/pack|cross-dock,ambient,N,6.85,6.16,26.72,semi-auto
WARI0465,WH-00465,Industrial Rd 465,IN,South,Chennai,50000.0,1558,12988.16,cross-dock|returns,chilled,N,3.55,2.91,32.51,full-auto
WARI0466,WH-00466,Industrial Rd 466,DE,Central,Chennai,50000.0,1303,10984.13,VAS,ambient,N,1.98,1.74,57.46,full-auto
WARI0467,WH-00467,Industrial Rd 467,SG,East,Austin,50000.0,1443,12896.39,VAS|pick/pack|kitting,ambient,N,6.66,9.07,22.25,full-auto
WARI0468,WH-00468,Market Blvd 468,BR,South,Frankfurt,50000.0,1247,10047.04,pick/pack|kitting,ambient,N,6.48,7.04,37.87,semi-auto
WARI0469,WH-00469,Industrial Rd 469,DE,East,Austin,50000.0,1550,16557.75,VAS|returns,frozen,Y,2.75,5.18,36.91,semi-auto
WARI0470,WH-00470,Industrial Rd 470,DE,North,Frankfurt,50000.0,1173,10308.94,kitting,frozen,N,8.48,5.2,27.59,manual
WARI0471,WH-00471,Main St 471,CN,Central,Pune,50000.0,1127,13292.9,pick/pack|kitting,ambient,N,7.4,4.66,47.23,manual
WARI0472,WH-00472,Market Blvd 472,DE,South,Chicago,50000.0,1388,11959.68,returns|kitting,chilled,N,9.52,8.2,55.19,semi-auto
WARI0473,WH-00473,Main St 473,SG,East,Bangalore,50000.0,1618,11843.96,cross-dock|kitting,frozen,N,2.91,2.64,50.8,semi-auto
WARI0474,WH-00474,Industrial Rd 474,CN,West,Pune,50000.0,1148,15423.21,returns|pick/pack|VAS,ambient,Y,8.05,8.72,25.67,manual
WARI0475,WH-00475,Industrial Rd 475,US,South,Chennai,50000.0,1761,11225.05,returns|pick/pack,ambient,N,9.56,8.9,36.4,semi-auto
WARI0476,WH-00476,Main St 476,SG,West,Mumbai,50000.0,1433,13131.27,kitting,chilled,N,8.5,9.29,33.45,manual
WARI0477,WH-00477,Main St 477,MX,West,Chicago,50000.0,1291,16194.81,cross-dock|returns,ambient,N,5.17,4.25,27.91,semi-auto
WARI0478,WH-00478,Main St 478,MX,West,Chennai,50000.0,1151,11611.07,cross-dock|pick/pack,chilled,Y,11.92,9.37,41.95,manual
WARI0479,WH-00479,Harbor Way 479,MX,North,Berlin,50000.0,1281,13906.06,cross-dock|returns|kitting,ambient,Y,7.6,8.94,41.49,semi-auto
WARI0480,WH-00480,Harbor Way 480,US,North,Bangalore,50000.0,1469,14769.92,kitting|VAS|cross-dock,ambient,N,5.89,6.55,38.85,semi-auto
WARI0481,WH-00481,Industrial Rd 481,SG,West,Mumbai,50000.0,1319,11629.45,cross-dock|VAS|pick/pack,chilled,N,7.76,8.47,34.08,full-auto
WARI0482,WH-00482,Industrial Rd 482,BR,South,Mumbai,50000.0,1250,10035.97,pick/pack|returns|cross-dock,ambient,N,3.17,4.95,37.51,full-auto
WARI0483,WH-00483,Harbor Way 483,MX,Central,Aurora,50000.0,1257,15624.62,cross-dock,chilled,N,8.47,9.05,34.48,semi-auto
WARI0484,WH-00484,Market Blvd 484,IN,Central,Pune,50000.0,1282,10343.48,cross-dock,ambient,N,5.61,7.57,22.35,full-auto
WARI0485,WH-00485,Market Blvd 485,DE,West,Bangalore,50000.0,1209,13291.38,pick/pack,ambient,N,10.54,9.87,57.14,semi-auto
WARI0486,WH-00486,Industrial Rd 486,MX,North,Mumbai,50000.0,1519,11935.42,returns|kitting|pick/pack,ambient,N,5.33,5.19,44.74,full-auto
WARI0487,WH-00487,Harbor Way 487,DE,North,Mumbai,50000.0,1273,13325.11,pick/pack|VAS|cross-dock,chilled,N,1.89,3.45,29.53,full-auto
WARI0488,WH-00488,Main St 488,SG,North,Bangalore,50000.0,1820,10085.87,returns|pick/pack,ambient,N,1.08,1.22,41.93,semi-auto
WARI0489,WH-00489,Market Blvd 489,CN,East,Aurora,50000.0,1613,11350.84,returns,frozen,N,4.03,5.0,27.75,manual
WARI0490,WH-00490,Industrial Rd 490,SG,North,Bangalore,50000.0,1511,15234.78,cross-dock,ambient,N,8.35,6.4,33.99,full-auto
WARI0491,WH-00491,Main St 491,MX,North,Bangalore,50000.0,1255,10306.64,returns|pick/pack|kitting,frozen,N,5.76,6.56,35.28,full-auto
WARI0492,WH-00492,Industrial Rd 492,MX,Central,Chicago,50000.0,1384,11723.84,returns|kitting|pick/pack,ambient,Y,6.74,9.4,20.37,semi-auto
WARI0493,WH-00493,Main St 493,SG,East,Pune,50000.0,1135,11774.54,returns|VAS|pick/pack,chilled,N,15.73,15.69,41.97,semi-auto
WARI0494,WH-00494,Market Blvd 494,MX,North,Chicago,50000.0,1244,12554.81,cross-dock,chilled,Y,4.54,4.72,41.83,semi-auto
WARI0495,WH-00495,Market Blvd 495,SG,West,Mumbai,50000.0,1263,11487.22,pick/pack|VAS,chilled,N,9.55,10.98,40.98,semi-auto
WARI0496,WH-00496,Industrial Rd 496,BR,West,Bangalore,50000.0,1612,12542.38,VAS,ambient,N,0.62,1.64,35.95,semi-auto
WARI0497,WH-00497,Harbor Way 497,SG,South,Chicago,50000.0,1619,12377.5,pick/pack|cross-dock|VAS,chilled,N,11.28,8.97,54.23,manual
WARI0498,WH-00498,Harbor Way 498,SG,West,Mumbai,50000.0,1507,13747.72,kitting|pick/pack,chilled,N,6.84,6.29,44.84,semi-auto
WARI0499,WH-00499,Harbor Way 499,MX,Central,Frankfurt,50000.0,1455,13218.08,VAS|pick/pack,ambient,N,3.46,4.89,55.01,semi-auto
WARI0500,WH-00500,Harbor Way 500,DE,East,Aurora,50000.0,1149,10105.73,VAS|kitting,chilled,N,10.5,11.02,27.24,semi-auto
WARI0501,WH-00501,Main St 501,US,East,Frankfurt,50000.0,1904,14318.05,kitting|pick/pack|returns,ambient,N,9.39,8.17,35.64,manual
WARI0502,WH-00502,Market Blvd 502,CN,North,Frankfurt,50000.0,1207,15985.96,returns,ambient,N,7.08,7.97,32.78,full-auto
WARI0503,WH-00503,Harbor Way 503,US,North,Mumbai,50000.0,1340,10233.23,kitting,chilled,N,9.99,10.91,35.36,manual
WARI0504,WH-00504,Main St 504,DE,Central,Bangalore,50000.0,1195,13629.53,VAS|kitting,chilled,N,6.79,6.98,41.76,semi-auto
WARI0505,WH-00505,Harbor Way 505,US,East,Frankfurt,50000.0,1337,14399.33,VAS|returns|pick/pack,chilled,N,5.82,6.53,37.15,full-auto
WARI0506,WH-00506,Harbor Way 506,US,Central,Aurora,50000.0,1256,10859.62,pick/pack,ambient,N,10.49,7.92,45.05,semi-auto
WARI0507,WH-00507,Main St 507,BR,South,Berlin,50000.0,1283,14978.37,pick/pack,ambient,N,15.41,14.93,41.55,manual
WARI0508,WH-00508,Main St 508,MX,Central,Chennai,50000.0,1692,11531.46,pick/pack,chilled,N,3.25,3.8,58.75,full-auto
WARI0509,WH-00509,Main St 509,BR,Central,Mumbai,50000.0,1295,12748.57,VAS,ambient,N,7.8,5.45,24.61,semi-auto
WARI0510,WH-00510,Market Blvd 510,US,South,Pune,50000.0,1309,14467.97,VAS|pick/pack|cross-dock,ambient,N,7.53,5.96,37.0,manual
WARI0511,WH-00511,Harbor Way 511,CN,Central,Aurora,50000.0,1209,13984.22,pick/pack|kitting|VAS,chilled,N,4.86,5.68,23.3,manual
WARI0512,WH-00512,Harbor Way 512,IN,North,Chennai,50000.0,1701,11523.28,returns,chilled,Y,4.02,5.12,40.04,manual
WARI0513,WH-00513,Harbor Way 513,IN,North,Austin,50000.0,1216,10608.31,pick/pack|returns|kitting,chilled,N,8.51,6.31,46.7,manual
WARI0514,WH-00514,Harbor Way 514,IN,North,Pune,50000.0,1766,16492.2,kitting|pick/pack,ambient,N,10.15,11.51,38.75,full-auto
WARI0515,WH-00515,Industrial Rd 515,MX,South,Mumbai,50000.0,1875,12498.61,kitting|cross-dock|pick/pack,ambient,N,10.04,8.87,47.19,manual
WARI0516,WH-00516,Main St 516,BR,West,Chicago,50000.0,1534,10935.84,cross-dock|pick/pack,chilled,N,4.54,3.51,46.37,semi-auto
WARI0517,WH-00517,Harbor Way 517,US,South,Chicago,50000.0,1495,10044.17,kitting|pick/pack,ambient,N,7.08,7.9,30.97,manual
WARI0518,WH-00518,Harbor Way 518,DE,North,Pune,50000.0,1921,12396.94,returns,ambient,N,4.01,4.71,20.74,semi-auto
WARI0519,WH-00519,Market Blvd 519,SG,North,Bangalore,50000.0,1196,14678.37,returns|pick/pack|VAS,ambient,N,1.69,0.91,36.58,semi-auto
WARI0520,WH-00520,Main St 520,DE,South,Chicago,50000.0,1624,11915.93,pick/pack|VAS,ambient,N,3.02,1.1,35.8,semi-auto
WARI0521,WH-00521,Market Blvd 521,MX,East,Berlin,50000.0,1829,11064.69,VAS,ambient,N,1.8,1.4,35.21,semi-auto
WARI0522,WH-00522,Industrial Rd 522,CN,East,Bangalore,50000.0,1147,11458.62,pick/pack,chilled,N,2.86,4.4,14.66,semi-auto
WARI0523,WH-00523,Main St 523,US,North,Frankfurt,50000.0,1167,12449.03,cross-dock,chilled,N,6.61,2.13,36.04,semi-auto
WARI0524,WH-00524,Market Blvd 524,SG,East,Austin,50000.0,1352,14092.58,pick/pack|cross-dock,ambient,N,0.39,0.29,10.91,full-auto
WARI0525,WH-00525,Main St 525,DE,East,Berlin,50000.0,1948,11918.02,VAS,frozen,N,6.41,6.74,40.65,semi-auto
WARI0526,WH-00526,Market Blvd 526,US,Central,Bangalore,50000.0,1221,12173.02,pick/pack,chilled,N,4.28,4.4,30.74,manual
WARI0527,WH-00527,Main St 527,DE,East,Berlin,50000.0,1903,12106.33,VAS|kitting|cross-dock,chilled,N,6.13,2.9,35.09,semi-auto
WARI0528,WH-00528,Harbor Way 528,MX,North,Bangalore,50000.0,1507,11137.36,returns,frozen,Y,10.63,11.89,41.75,semi-auto
WARI0529,WH-00529,Market Blvd 529,BR,East,Aurora,50000.0,1247,13193.34,returns,frozen,Y,4.59,5.72,58.89,full-auto
WARI0530,WH-00530,Market Blvd 530,MX,North,Aurora,50000.0,1114,12150.81,pick/pack|cross-dock,ambient,Y,8.16,8.75,31.02,manual
WARI0531,WH-00531,Harbor Way 531,CN,East,Mumbai,50000.0,1708,15046.99,cross-dock,ambient,N,13.51,13.49,53.12,semi-auto
WARI0532,WH-00532,Market Blvd 532,US,Central,Frankfurt,50000.0,1158,14215.81,cross-dock|returns|VAS,ambient,N,15.45,11.48,38.91,manual
WARI0533,WH-00533,Harbor Way 533,BR,West,Pune,50000.0,1382,13290.22,cross-dock|returns,chilled,N,16.92,13.52,48.99,manual
WARI0534,WH-00534,Main St 534,SG,West,Aurora,50000.0,1559,15366.34,returns|VAS,chilled,N,2.99,1.81,30.75,manual
WARI0535,WH-00535,Main St 535,SG,South,Aurora,50000.0,1338,13110.41,pick/pack,ambient,Y,7.52,5.49,22.05,semi-auto
WARI0536,WH-00536,Market Blvd 536,MX,East,Berlin,50000.0,1281,11682.39,cross-dock|returns,ambient,N,6.03,6.51,29.87,manual
WARI0537,WH-00537,Harbor Way 537,DE,East,Chennai,50000.0,1801,15101.3,cross-dock,chilled,N,10.16,9.9,41.88,manual
WARI0538,WH-00538,Industrial Rd 538,BR,North,Bangalore,50000.0,1371,10121.72,VAS,chilled,N,4.11,4.89,26.79,semi-auto
WARI0539,WH-00539,Industrial Rd 539,BR,East,Chicago,50000.0,1506,10067.0,pick/pack|cross-dock|returns,chilled,Y,10.85,14.4,37.43,semi-auto
WARI0540,WH-00540,Harbor Way 540,US,South,Bangalore,50000.0,1217,13333.06,pick/pack|kitting|VAS,ambient,N,7.69,8.29,28.31,full-auto
WARI0541,WH-00541,Industrial Rd 541,CN,Central,Chicago,50000.0,1703,10116.97,VAS|cross-dock|kitting,frozen,Y,5.97,6.35,39.13,semi-auto
WARI0542,WH-00542,Market Blvd 542,US,East,Bangalore,50000.0,1867,12161.26,cross-dock,frozen,N,2.24,3.97,50.63,semi-auto
WARI0543,WH-00543,Industrial Rd 543,BR,West,Pune,50000.0,1208,12026.88,cross-dock|VAS,ambient,N,10.59,11.65,23.15,semi-auto
WARI0544,WH-00544,Industrial Rd 544,IN,East,Frankfurt,50000.0,1795,12454.03,returns,ambient,N,13.24,10.23,52.31,manual
WARI0545,WH-00545,Harbor Way 545,BR,East,Berlin,50000.0,1370,10919.68,pick/pack|cross-dock,ambient,Y,7.41,9.46,47.59,full-auto
WARI0546,WH-00546,Harbor Way 546,DE,Central,Chicago,50000.0,1312,10915.07,cross-dock|returns,ambient,N,2.61,1.08,52.81,semi-auto
WARI0547,WH-00547,Harbor Way 547,IN,East,Frankfurt,50000.0,1320,12311.07,returns,ambient,N,2.83,2.62,22.34,full-auto
